Largest betweenness centrality at vertex 12203

Vertex	Betweenness Centrality
1458	0.0540433
1459	0.0543665
1460	0.0546962
1461	0.0550293
1462	0.0553658
1463	0.0557031
1464	0.0560408
1465	0.056379
1466	0.0567177
1467	0.0570571
1468	0.0573977
1469	0.0577394
1470	0.0580812
1471	0.0584234
1472	0.0587656
1473	0.0591079
1474	0.0594504
1475	0.059794
1476	0.0601391
1477	0.0604846
1478	0.0608705
1479	0.0612964
1480	0.0617224
1481	0.0621484
1482	0.0625744
1483	0.0630004
1484	0.0634264
1485	0.0638523
1486	0.0642783
1487	0.0647042
1488	0.0651301
1489	0.065556
1490	0.0659818
1491	0.0664077
1492	0.0668336
1493	0.0672595
1494	0.0159872
1495	0.015563
1496	0.0151391
1497	0.0147155
1498	0.014292
1499	0.0138686
1500	0.0134453
1501	0.0130221
1502	0.012599
1503	0.012176
1504	0.0117554
1505	0.0113372
1506	0.0111897
1507	0.0113131
1508	0.0114371
1509	0.0115614
1510	0.0116882
1511	0.0118654
1512	0.0120906
1513	0.0123159
1514	0.012546
1515	0.0127817
1516	0.0130183
1517	0.0132558
1518	0.0134943
1519	0.0137337
1520	0.0139739
1521	0.0142145
1522	0.0144555
1523	0.0146968
1524	0.014939
1525	0.00964533
1526	0.00950044
1527	0.00935725
1528	0.011638
1529	0.0224922
1530	0.0228769
1531	0.0232623
1532	0.0236484
1533	0.0240348
1534	0.0244214
1535	0.0248276
1536	0.0252535
1537	0.0256794
1538	0.0261052
1539	0.0265311
1540	0.026957
1541	0.0273829
1542	0.0278088
1543	0.0282348
1544	0.158091
1545	0.137644
1546	0.137258
1547	0.136872
1548	0.136488
1549	0.136103
1550	0.135719
1551	0.135335
1552	0.119121
1553	0.0619988
1554	0.061591
1555	0.0611837
1556	0.0607767
1557	0.0604567
1558	0.0602247
1559	0.0599941
1560	0.0597661
1561	0.0595405
1562	0.0593162
1563	0.0590955
1564	0.058904
1565	0.0587403
1566	0.0585868
1567	0.0468486
1568	0.0472086
1569	0.0475692
1570	0.04793
1571	0.0482926
1572	0.0486571
1573	0.049022
1574	0.0493919
1575	0.0497709
1576	0.0501545
1577	0.0505388
1578	0.0509235
1579	0.0513128
1580	0.0517069
1581	0.0521011
1582	0.0524955
1583	0.0528902
1584	0.0532856
1585	0.0536821
1586	0.05408
1587	0.0544785
1588	0.054877
1589	0.0286608
1590	0.0290868
1591	0.0457347
1592	0.0458517
1593	0.0460178
1594	0.0462361
1595	0.0464587
1596	0.0466824
1597	0.0469076
1598	0.0471365
1599	0.0474192
1600	0.0477535
1601	0.0480886
1602	0.0484241
1603	0.0487597
1604	0.0490955
1605	0.0494315
1606	0.0497686
1607	0.053355
1608	0.0295128
1609	0.0299388
1610	0.0559548
1611	0.0263486
1612	0.0263354
1613	0.0264324
1614	0.0266412
1615	0.0268525
1616	0.0270667
1617	0.0272851
1618	0.0275077
1619	0.0277343
1620	0.0279625
1621	0.028192
1622	0.0284236
1623	0.0286567
1624	0.0288906
1625	0.0291254
1626	0.0293605
1627	0.0295962
1628	0.0298729
1629	0.0301905
1630	0.0305142
1631	0.0308438
1632	0.0311765
1633	0.0315126
1634	0.0318488
1635	0.0321852
1636	0.0325216
1637	0.0328614
1638	0.0332045
1639	0.0335478
1640	0.0338914
1641	0.0342351
1642	0.034579
1643	0.0349232
1644	0.0352678
1645	0.0356128
1646	0.0359589
1647	0.0363061
1648	0.0366535
1649	0.037001
1650	0.0373487
1651	0.0376966
1652	0.038046
1653	0.0383968
1654	0.0387479
1655	0.0390991
1656	0.0394503
1657	0.0271553
1658	0.0269106
1659	0.0266824
1660	0.0264635
1661	0.0164122
1662	0.0543873
1663	0.0546466
1664	0.0166252
1665	0.0184052
1666	0.0170875
1667	0.0168554
1668	0.145334
1669	0.0047798
1670	0.00434548
1671	0.00391112
1672	0.00347671
1673	0.00304227
1674	0.00260778
1675	0.00217326
1676	0.00173869
1677	0.00130408
1678	0.000869426
1679	0.000434734
1680	0
1681	0.138653
1682	0.138958
1683	0.139264
1684	0.139572
1685	0.139883
1686	0.140194
